x,y
-1.925,52.675
-2.735,51.990
-1.475,52.416
-2.571,52.039
-1.752,52.676
-1.558,52.415
-2.429,52.037
-1.811,52.685
-2.750,52.042
-1.938,52.686
-2.732,52.041
-1.743,52.389
-1.791,52.389
-1.783,52.400
-1.651,52.390
-1.809,52.403
-2.102,52.551
-1.831,52.401
-2.064,52.554
-2.219,53.092
-2.375,52.774
-2.111,52.557
-1.856,52.406
-2.234,53.091
-2.420,52.774
-1.757,52.377
-1.831,52.383
-2.061,52.538
-2.065,52.527
-1.948,52.539
-2.013,52.539
-1.996,52.539
-1.936,52.540
-2.045,52.541
-2.043,52.527
-1.876,52.466
-1.994,52.527
-1.853,52.468
-1.776,52.467
-1.919,52.475
-1.897,52.473
-1.809,52.471
-1.906,52.471
-1.824,52.471
-2.123,52.573
-1.941,52.473
-1.976,52.543
-1.971,52.463
-1.795,52.466
-1.905,52.481
-1.918,52.481
-1.473,52.482
-1.481,52.485
-1.435,52.508
-1.450,52.509
-1.467,52.512
-1.487,52.513
-1.513,52.519
-1.493,52.521
-1.468,52.474
-1.427,52.479
-2.167,52.152
-2.029,52.117
-2.107,52.209
-1.980,52.210
-2.153,52.254
-2.200,52.234
-2.142,52.265
-2.158,52.263
-1.856,52.111
-2.081,52.112
-1.964,52.411
-1.897,52.407
-1.906,52.415
-1.987,52.413
-1.942,52.416
-1.883,52.416
-1.861,52.416
-1.985,52.695
-2.485,52.705
-2.000,52.692
-2.544,52.711
-2.028,52.704
-2.501,52.711
-2.013,52.703
-2.455,52.710
-2.005,52.715
-1.877,52.407
-2.436,52.716
-1.970,52.707
-1.922,52.406
-2.528,52.713
-1.930,52.749
-2.379,52.766
-2.014,52.720
-2.422,52.723
-1.917,52.623
-2.010,52.622
-1.970,52.624
-1.993,52.624
-1.971,52.633
-1.927,52.633
-1.942,52.648
-2.036,52.691
-2.505,52.697
-1.926,52.650
-2.032,52.683
-2.524,52.698
-2.019,52.622
-1.954,52.618
-2.120,52.470
-2.135,52.467
-2.101,52.474
-2.032,52.470
-2.146,52.476
-2.167,52.475
-2.158,52.484
-2.126,52.482
-2.165,52.465
-2.024,52.464
-1.666,52.605
-1.650,52.612
-1.684,52.606
-1.679,52.621
-1.659,52.620
-1.672,52.632
-1.690,52.625
-1.275,52.372
-1.249,52.375
-1.409,52.381
-1.264,52.379
-1.244,52.391
-1.312,52.427
-1.502,52.473
-1.243,52.365
-1.299,52.366
-1.942,52.299
-1.915,52.298
-1.932,52.307
-1.892,52.304
-1.906,52.314
-1.962,52.310
-2.245,52.048
-1.913,52.318
-1.967,52.297
-1.893,52.294
-2.007,52.393
-1.969,52.392
-1.935,52.397
-1.995,52.394
-1.961,52.402
-1.945,52.401
-1.980,52.404
-2.018,52.403
-1.817,52.832
-2.748,52.229
-1.646,52.822
-2.741,52.224
-1.663,52.844
-1.628,52.833
-2.798,52.313
-2.180,52.966
-1.882,52.906
-1.483,52.451
-2.099,52.967
-1.868,52.897
-1.520,52.447
-2.159,52.971
-1.969,52.672
-2.112,52.974
-1.848,52.954
-2.195,52.974
-1.634,52.819
-1.646,52.810
-2.512,52.188
-1.912,52.503
-1.896,52.502
-1.806,52.505
-1.933,52.505
-1.951,52.507
-1.887,52.507
-1.941,52.512
-1.909,52.511
-2.564,52.365
-2.967,52.424
-2.709,52.371
-2.802,52.537
-1.810,52.498
-2.768,52.437
-1.872,52.495
-2.701,52.620
-2.993,52.556
-2.112,52.451
-2.166,52.450
-2.153,52.456
-2.021,52.453
-2.083,52.458
-2.061,52.456
-2.140,52.461
-2.101,52.461
-2.056,52.447
-2.134,52.447
-2.200,52.533
-2.192,52.533
-2.117,52.813
-2.134,52.797
-1.661,52.429
-1.700,52.647
-1.890,52.574
-2.235,52.990
-2.043,52.584
-1.539,52.419
-1.915,52.678
-1.835,52.680
-2.797,52.225
-0.256,52.593
-0.286,52.589
-0.237,52.597
-0.269,52.609
-0.239,52.605
-0.436,52.610
-0.185,52.609
-0.243,52.589
1.042,51.981
-0.218,52.586
1.181,51.980
0.752,52.030
0.874,52.008
0.775,52.056
0.733,52.042
0.959,52.047
1.106,52.040
0.624,52.444
0.527,52.412
0.100,51.669
0.081,51.655
0.013,51.684
0.003,51.686
0.113,51.694
0.021,51.689
0.243,51.708
0.112,51.704
0.065,51.653
0.069,51.642
0.649,52.236
1.489,52.215
1.341,52.221
0.229,52.608
0.380,52.604
0.458,52.690
0.355,52.685
0.548,52.744
0.210,52.696
0.436,52.753
0.398,52.749
0.443,52.587
0.524,52.491
0.919,51.944
1.131,51.798
0.919,51.914
1.161,51.798
0.614,51.640
1.140,51.805
0.527,51.625
1.189,51.804
0.457,51.659
1.026,51.811
0.612,51.648
1.161,51.812
0.583,51.707
1.034,51.845
0.473,51.700
1.239,51.842
0.845,51.912
1.141,51.789
0.895,51.909
1.152,51.793
0.563,51.871
0.588,51.870
0.558,51.879
0.529,51.873
0.573,51.889
0.549,51.887
0.479,51.946
0.688,51.932
0.534,51.861
0.700,51.852
-0.283,52.437
-0.083,52.407
-0.296,52.492
-0.112,52.451
0.049,52.454
-0.254,52.519
0.081,52.546
0.083,52.503
-0.017,52.382
0.008,52.352
0.322,51.474
0.366,51.464
0.253,51.482
0.327,51.479
1.215,52.048
1.261,52.061
1.233,52.061
1.307,52.094
1.418,52.108
1.244,52.111
1.335,52.116
1.580,52.203
1.360,51.970
1.321,51.981
1.427,52.872
1.036,52.853
1.311,52.908
1.209,52.878
1.302,52.927
1.097,52.908
1.210,52.939
0.929,52.936
0.829,52.838
1.390,52.822
0.912,51.883
0.840,51.884
0.271,51.871
0.858,51.888
0.198,51.907
0.775,51.883
0.341,51.962
0.900,51.893
0.194,51.986
0.937,51.888
0.246,52.019
0.247,52.030
1.111,51.783
0.886,51.882
0.221,51.821
0.860,51.879
0.415,51.861
0.428,51.628
0.414,51.621
0.432,51.641
0.410,51.637
0.527,51.616
0.509,51.610
0.137,52.202
0.149,52.199
0.161,52.213
0.116,52.203
0.129,52.217
0.110,52.214
0.117,52.223
0.145,52.220
0.150,52.191
0.174,52.189
-0.426,51.623
-0.393,51.622
-0.502,51.631
-0.380,51.627
-0.488,51.640
-0.400,51.632
-0.523,51.652
-0.444,51.649
-0.402,51.695
-0.400,51.688
1.306,52.626
1.313,52.632
-0.120,51.830
0.065,51.826
0.148,51.856
0.293,51.485
0.153,51.863
0.017,51.885
0.175,51.871
0.162,51.876
0.135,51.872
-0.024,51.815
0.147,51.812
-0.296,52.639
-0.275,52.625
-0.252,52.615
1.718,52.580
1.727,52.571
1.720,52.602
1.700,52.584
1.729,52.612
1.732,52.602
1.722,52.652
1.732,52.622
1.715,52.569
1.660,52.568
0.501,51.574
0.414,51.575
0.513,51.580
0.482,51.579
0.434,51.608
0.432,51.584
0.542,51.608
0.525,51.604
0.469,51.573
0.430,51.572
0.181,52.360
0.335,52.337
0.266,52.406
0.255,52.397
0.303,52.457
0.128,52.394
0.124,52.187
0.148,52.182
0.402,52.317
-0.338,51.740
-0.300,51.724
-0.221,51.914
-0.191,51.910
0.758,52.262
0.746,52.247
0.801,52.319
0.699,52.260
1.112,52.105
0.887,52.334
1.007,52.187
1.037,52.134
0.710,52.248
0.691,52.242
0.449,51.527
0.454,51.531
0.776,51.533
0.744,51.534
0.702,51.538
0.725,51.538
0.791,51.538
0.682,51.541
0.382,51.517
0.438,51.521
1.239,51.927
0.997,51.894
1.258,51.935
1.065,51.941
0.801,51.554
1.281,51.938
0.610,51.585
1.219,52.685
1.388,52.666
1.320,52.688
1.203,52.685
1.265,51.847
1.348,52.730
1.142,51.842
1.241,52.705
1.251,52.792
1.116,52.763
1.306,52.665
1.257,52.667
0.506,51.719
0.470,51.723
0.423,51.729
0.471,51.733
0.456,51.736
0.499,51.736
0.497,51.747
0.459,51.749
0.475,51.716
0.491,51.717
-0.062,52.080
0.022,52.084
0.159,52.097
0.291,52.101
0.133,52.230
-0.433,52.139
-0.460,52.137
-0.455,52.143
-0.474,52.143
-0.428,52.149
-0.529,52.144
-0.460,52.159
-0.441,52.154
-0.486,52.134
-0.452,52.125
-0.422,51.708
-0.409,51.699
-0.183,51.882
-0.169,51.880
-0.163,51.895
-0.175,51.893
-0.169,51.905
-0.192,51.901
-0.446,51.666
-0.486,51.652
-0.497,51.761
-0.580,51.762
-0.565,51.765
-0.484,51.763
-0.457,51.774
-0.462,51.764
-0.439,51.778
-0.585,51.773
-0.447,51.758
-0.562,51.757
1.137,52.075
1.120,52.071
1.136,52.083
0.497,52.301
0.395,52.256
0.488,52.368
0.515,52.348
1.184,52.067
1.161,52.065
0.106,51.772
0.084,51.773
0.137,51.784
0.120,51.775
0.078,51.619
0.086,51.609
0.050,51.641
0.042,51.627
1.435,52.624
1.551,52.621
1.344,52.637
1.361,52.635
0.142,51.764
1.328,52.654
0.111,51.760
1.466,52.638
1.270,52.661
1.317,52.659
1.692,52.692
1.628,52.696
-0.427,51.966
-0.541,51.943
-0.444,52.105
-0.529,52.096
-0.486,52.120
-0.496,52.112
-0.467,52.124
-0.496,52.124
-0.646,51.923
-0.658,51.921
-0.353,51.815
-0.295,51.811
-0.369,51.826
-0.341,51.821
-0.306,51.932
-0.220,51.856
-0.287,51.952
-0.264,51.945
-0.340,51.804
-0.401,51.799
-0.530,51.721
-0.452,51.715
-0.464,51.744
-0.451,51.739
-0.436,51.748
-0.483,51.746
-0.463,51.753
-0.501,51.751
-0.018,51.947
-0.110,51.897
1.721,52.472
1.706,52.467
1.723,52.489
1.747,52.480
1.736,52.504
1.738,52.492
1.334,51.968
1.349,51.961
1.742,52.466
1.725,52.462
-0.491,51.901
-0.432,51.896
-0.419,51.904
-0.385,51.901
-0.471,51.907
-0.445,51.905
-0.456,51.917
-0.429,51.914
-0.459,51.896
1.150,52.045
-0.404,51.894
1.117,52.044
1.132,52.053
1.174,52.049
1.187,52.055
1.200,52.054
1.138,52.064
1.169,52.056
1.192,52.039
1.130,52.038
0.684,51.774
0.692,51.742
0.083,51.748
0.802,51.769
0.073,51.756
0.103,51.750
0.093,51.758
0.128,51.758
0.892,52.678
1.329,52.640
0.939,52.670
1.300,52.642
0.799,52.725
1.278,52.647
0.943,52.685
1.291,52.654
0.680,51.729
1.504,52.722
0.676,51.722
0.986,52.732
1.522,52.774
1.412,52.782
0.855,52.834
1.024,52.659
1.251,52.636
0.689,52.645
1.225,52.638
0.353,51.633
0.294,51.629
0.296,51.670
0.378,51.668
0.636,51.796
0.601,51.777
0.635,51.813
0.623,51.803
0.331,51.629
0.282,51.625
-0.169,52.315
-0.372,52.313
-0.195,52.335
-0.072,52.329
-0.235,52.328
-0.078,52.339
-0.176,52.344
-0.164,52.342
-0.096,52.315
-0.251,52.291
-0.448,52.036
-0.553,52.059
-0.609,52.067
-0.308,52.103
1.550,52.502
-0.262,52.088
1.208,52.490
-0.292,52.129
1.459,52.552
-0.216,52.128
1.237,52.553
1.346,52.569
1.125,52.573
1.019,52.577
1.111,52.577
-0.267,52.024
-0.338,52.035
1.383,52.470
1.297,52.404
-0.304,51.752
-0.354,51.746
-0.319,51.753
-0.334,51.751
-0.342,51.763
-0.321,51.761
-0.306,51.767
-0.289,51.746
-0.313,51.742
-0.022,51.746
-0.024,51.727
-0.004,51.769
-0.014,51.761
-0.011,51.775
-0.060,51.719
-0.084,51.714
1.506,52.344
1.444,52.448
1.667,52.341
1.587,52.448
1.718,52.444
1.698,52.455
1.568,52.452
-0.436,51.882
-0.432,51.874
-0.428,51.887
-0.413,51.884
-0.442,51.890
-0.395,51.887
-0.478,51.894
-0.375,51.890
-0.416,51.873
0.651,51.570
0.843,52.117
0.672,52.104
0.719,52.073
0.920,51.780
0.170,51.729
0.850,51.835
0.747,51.813
0.958,51.865
0.905,51.865
0.876,51.869
0.923,51.871
0.938,52.434
1.216,52.650
0.739,52.420
1.296,52.611
0.650,52.513
1.262,52.613
1.035,52.482
1.285,52.622
0.020,51.740
0.874,52.551
0.328,52.278
-0.538,51.889
-0.526,51.886
-0.518,51.904
-0.497,51.891
-0.509,51.911
-0.645,51.911
-0.675,51.918
-0.686,51.918
-0.506,51.880
-0.514,51.876
-0.394,51.657
-0.406,51.652
-0.410,51.670
-0.416,51.661
-0.387,51.673
-0.398,51.672
-0.383,51.684
-0.406,51.679
-0.415,51.647
-0.386,51.643
0.400,52.245
0.433,52.222
-0.205,51.697
-0.188,51.697
-0.007,51.787
-0.078,51.794
-0.053,51.799
-0.101,51.801
-0.083,51.805
-0.038,51.815
-0.286,51.694
-0.172,51.693
0.897,52.222
1.143,52.204
0.865,52.252
1.027,52.229
1.002,52.329
1.288,52.314
1.181,52.035
1.148,52.324
0.991,52.181
0.975,52.190
0.746,51.545
0.636,51.548
0.688,51.548
0.728,51.548
0.665,51.553
0.691,51.555
0.650,51.559
0.691,51.563
0.659,51.544
0.709,51.545
0.709,51.588
0.610,51.596
0.691,51.602
0.660,51.602
0.816,51.632
0.615,51.622
0.831,51.667
0.732,51.675
0.433,52.770
0.407,52.764
0.505,52.843
0.438,52.783
0.592,51.595
0.682,52.900
0.701,51.586
0.493,52.901
1.701,52.571
0.492,52.938
0.308,52.758
0.419,52.755
0.442,51.751
0.477,51.803
0.606,51.517
0.583,51.518
0.571,51.524
0.605,51.525
0.583,51.529
0.533,51.755
0.493,51.754
-0.174,52.154
0.140,52.151
0.207,52.187
0.005,52.201
0.084,52.228
0.161,52.242
0.110,52.248
0.172,52.125
0.083,52.140
-0.564,51.871
-0.453,51.862
-0.175,51.918
-0.164,51.914
-0.181,51.924
-0.201,51.917
-0.346,51.719
-0.367,51.712
1.250,52.624
1.011,52.515
1.274,52.627
0.815,52.612
0.829,52.570
1.287,52.634
-0.292,52.137
0.761,52.419
1.176,52.600
0.738,52.408
1.200,52.618
0.572,51.561
0.616,51.558
0.590,51.570
0.552,51.565
0.341,51.605
0.556,51.573
0.298,51.615
0.310,51.609
0.601,51.556
0.556,51.553
0.124,52.287
0.042,52.282
-0.292,52.219
0.052,52.312
-0.284,52.228
-0.264,52.218
-0.243,52.237
-0.262,52.231
0.190,52.270
0.020,52.250
-0.494,52.249
-0.596,52.192
-0.502,52.002
-0.478,51.986
-0.232,52.014
-0.493,52.007
-0.493,52.027
-0.311,52.013
1.169,52.400
1.108,52.378
-0.505,52.169
-0.388,52.163
-0.179,51.791
-0.268,51.651
-0.195,51.795
-0.361,51.647
-0.215,51.797
-0.257,51.656
-0.169,51.799
-0.292,51.649
-0.187,51.811
-0.285,51.663
-0.205,51.814
-0.376,51.661
-0.219,51.823
-0.321,51.684
-0.189,51.843
-0.276,51.668
-0.241,51.764
-0.345,51.639
-0.198,51.786
-0.022,52.057
-0.460,51.833
-0.672,51.794
-0.033,51.695
-0.030,51.686
-0.033,51.704
-0.052,51.703
-0.033,51.713
-0.059,51.712
-0.663,51.800
-0.648,51.797
-0.276,52.591
0.359,51.873
0.469,51.757
0.623,51.580
-0.250,52.083
-0.303,51.772
0.252,51.717
-0.396,51.535
-0.370,51.534
-0.328,51.537
-0.312,51.540
-0.347,51.538
-0.371,51.551
-0.363,51.548
-0.292,51.529
-0.352,51.528
-0.339,51.606
-0.292,51.612
-0.323,51.613
-0.109,51.572
-0.310,51.619
-0.119,51.577
-0.141,51.573
-0.363,51.607
-0.279,51.604
0.065,51.513
0.017,51.512
0.024,51.519
0.040,51.516
-0.351,51.463
-0.331,51.461
-0.377,51.469
-0.365,51.465
-0.349,51.472
-0.392,51.471
-0.435,51.451
-0.401,51.450
0.057,51.529
0.018,51.534
0.032,51.532
0.043,51.534
0.008,51.534
0.029,51.538
0.051,51.534
0.043,51.528
0.024,51.528
-0.130,51.434
-0.113,51.429
-0.114,51.436
-0.101,51.434
-0.103,51.443
-0.125,51.439
-0.139,51.446
-0.114,51.446
-0.100,51.426
-0.131,51.427
-0.173,51.472
-0.154,51.468
-0.145,51.476
-0.163,51.473
0.012,51.556
-0.165,51.477
-0.014,51.561
0.002,51.556
-0.250,51.558
-0.133,51.532
-0.219,51.556
-0.142,51.535
-0.293,51.562
-0.188,51.539
-0.312,51.559
-0.137,51.539
-0.247,51.565
-0.153,51.540
-0.233,51.563
-0.175,51.542
-0.317,51.569
-0.187,51.544
-0.223,51.467
-0.270,51.565
-0.131,51.544
-0.176,51.466
-0.325,51.557
-0.118,51.528
-0.278,51.553
-0.141,51.529
-0.052,51.564
-0.059,51.522
-0.029,51.520
-0.053,51.524
-0.022,51.522
-0.069,51.525
-0.042,51.525
-0.049,51.528
-0.015,51.526
-0.178,51.585
-0.216,51.584
-0.223,51.588
-0.170,51.592
-0.249,51.593
-0.176,51.600
-0.070,51.519
-0.199,51.595
-0.049,51.517
-0.198,51.583
-0.242,51.580
-0.045,51.541
0.053,51.522
0.015,51.521
0.011,51.526
0.035,51.526
0.051,51.513
0.028,51.513
-0.188,51.514
-0.129,51.510
-0.169,51.516
-0.180,51.514
-0.140,51.519
-0.194,51.517
-0.151,51.519
-0.014,51.376
-0.162,51.518
0.078,51.373
0.096,51.380
0.113,51.379
0.051,51.386
0.009,51.382
-0.032,51.393
0.023,51.457
0.080,51.386
0.058,51.571
-0.135,51.496
0.054,51.584
-0.060,51.566
0.114,51.371
0.045,51.370
-0.019,51.481
0.010,51.489
0.128,51.494
0.146,51.489
-0.201,51.562
0.126,51.508
-0.220,51.568
-0.211,51.565
-0.208,51.578
-0.196,51.571
0.172,51.485
0.158,51.483
-0.064,51.491
0.008,51.620
-0.056,51.491
0.004,51.630
-0.037,51.496
-0.010,51.634
-0.095,51.496
-0.020,51.490
-0.086,51.498
-0.006,51.492
-0.052,51.498
-0.069,51.498
-0.007,51.505
-0.060,51.505
-0.090,51.491
-0.018,51.618
-0.073,51.489
-0.005,51.620
-0.059,51.620
-0.215,51.485
-0.081,51.620
-0.205,51.487
-0.122,51.624
-0.211,51.489
-0.107,51.622
-0.227,51.492
-0.094,51.624
-0.210,51.493
-0.069,51.623
-0.240,51.494
-0.065,51.631
-0.217,51.498
-0.049,51.626
-0.230,51.499
-0.134,51.614
-0.221,51.481
-0.059,51.613
-0.200,51.483
-0.315,51.516
-0.297,51.516
-0.373,51.521
-0.326,51.520
-0.262,51.521
-0.337,51.523
-0.309,51.526
-0.364,51.526
-0.271,51.515
-0.338,51.516
-0.106,51.550
-0.088,51.546
-0.114,51.552
-0.084,51.550
-0.096,51.555
-0.127,51.553
-0.118,51.560
-0.131,51.558
-0.118,51.546
-0.098,51.543
-0.100,51.596
0.249,51.549
-0.074,51.595
0.208,51.553
-0.100,51.601
0.236,51.557
-0.132,51.599
0.196,51.562
-0.081,51.603
0.218,51.562
-0.110,51.602
0.258,51.563
-0.126,51.604
0.272,51.566
-0.090,51.603
0.168,51.570
-0.065,51.595
0.196,51.547
-0.084,51.595
0.212,51.547
0.083,51.601
0.022,51.598
0.040,51.608
0.053,51.605
0.114,51.611
0.100,51.610
0.050,51.502
0.029,51.612
-0.040,51.400
0.101,51.481
0.061,51.595
0.097,51.469
0.035,51.595
-0.002,51.423
0.011,51.428
0.017,51.422
0.040,51.312
-0.061,51.392
-0.027,51.456
-0.036,51.453
-0.010,51.458
0.002,51.456
-0.042,51.463
-0.021,51.463
-0.028,51.467
0.005,51.463
0.010,51.450
-0.004,51.449
-0.184,51.443
-0.199,51.444
-0.216,51.448
-0.242,51.447
-0.205,51.450
-0.153,51.448
-0.193,51.453
-0.197,51.533
-0.185,51.451
0.046,51.429
-0.213,51.534
-0.228,51.534
-0.222,51.540
-0.246,51.537
-0.200,51.540
-0.298,51.542
-0.147,51.442
0.010,51.485
-0.014,51.475
0.066,51.423
0.115,51.468
0.177,51.469
0.141,51.469
0.187,51.473
0.126,51.472
0.136,51.480
0.157,51.474
0.167,51.466
0.138,51.459
0.061,51.492
-0.116,51.605
0.051,51.489
-0.193,51.469
0.096,51.501
-0.208,51.471
0.113,51.494
-0.186,51.472
-0.116,51.612
-0.212,51.476
0.116,51.504
-0.203,51.476
-0.193,51.477
-0.098,51.613
-0.209,51.480
0.094,51.487
0.084,51.487
-0.059,51.603
-0.065,51.347
-0.045,51.347
-0.099,51.349
-0.014,51.347
-0.091,51.359
-0.020,51.353
-0.097,51.367
-0.112,51.362
-0.085,51.340
-0.009,51.338
-0.093,51.526
-0.209,51.524
-0.113,51.531
-0.104,51.526
-0.117,51.537
-0.102,51.535
-0.110,51.541
-0.094,51.538
-0.221,51.523
-0.218,51.518
-0.408,51.590
-0.119,51.588
-0.481,51.603
-0.143,51.587
-0.416,51.606
-0.079,51.591
-0.429,51.613
-0.097,51.590
-0.108,51.593
0.199,51.517
-0.153,51.592
0.212,51.524
-0.143,51.595
0.181,51.528
-0.060,51.594
0.194,51.537
-0.395,51.578
-0.128,51.587
-0.438,51.581
-0.104,51.586
-0.006,51.537
0.037,51.540
0.042,51.543
0.003,51.543
0.013,51.544
0.053,51.543
0.034,51.548
0.027,51.544
-0.392,51.559
0.059,51.539
-0.376,51.571
0.021,51.537
-0.070,51.604
-0.075,51.613
-0.271,51.492
-0.267,51.499
0.126,51.561
-0.031,51.478
-0.042,51.439
-0.013,51.438
-0.002,51.441
0.018,51.441
-0.024,51.446
-0.055,51.445
-0.014,51.446
-0.041,51.447
0.009,51.434
-0.047,51.434
-0.175,51.429
-0.165,51.424
-0.162,51.433
-0.164,51.430
-0.183,51.436
-0.216,51.442
-0.158,51.438
0.095,51.405
-0.003,51.406
0.016,51.412
-0.060,51.412
-0.028,51.414
0.056,51.410
-0.051,51.418
-0.149,51.424
-0.071,51.416
-0.142,51.422
-0.017,51.408
-0.045,51.408
-0.036,51.531
-0.024,51.530
-0.029,51.535
-0.054,51.532
-0.145,51.345
-0.179,51.351
-0.189,51.602
-0.263,51.603
-0.255,51.609
-0.149,51.605
-0.178,51.612
-0.193,51.611
-0.062,51.530
-0.025,51.502
-0.272,51.614
-0.072,51.528
-0.022,51.498
-0.213,51.602
-0.247,51.602
-0.151,51.317
-0.118,51.304
-0.128,51.323
-0.095,51.321
-0.068,51.326
-0.108,51.326
-0.112,51.339
-0.134,51.332
-0.349,51.554
-0.329,51.552
-0.379,51.461
-0.420,51.456
-0.054,51.538
-0.066,51.545
-0.076,51.543
-0.033,51.546
-0.046,51.546
-0.064,51.551
-0.055,51.548
-0.067,51.536
-0.080,51.536
-0.153,51.655
-0.091,51.392
-0.098,51.657
-0.070,51.390
-0.072,51.659
-0.117,51.395
-0.086,51.660
-0.037,51.660
-0.111,51.399
-0.047,51.663
-0.099,51.397
-0.062,51.664
-0.080,51.402
-0.084,51.666
-0.070,51.399
-0.118,51.649
-0.107,51.388
-0.047,51.649
-0.124,51.387
-0.118,51.566
-0.136,51.563
-0.122,51.571
-0.131,51.569
-0.421,51.437
-0.391,51.432
-0.416,51.445
-0.384,51.440
-0.112,51.562
-0.102,51.559
0.172,51.606
0.218,51.604
0.219,51.612
0.237,51.605
-0.359,51.561
-0.375,51.560
-0.367,51.567
-0.340,51.567
0.159,51.602
0.209,51.598
-0.170,51.406
-0.285,51.469
-0.132,51.398
-0.254,51.469
-0.229,51.408
-0.288,51.476
-0.139,51.406
-0.239,51.481
-0.149,51.408
0.078,51.547
-0.202,51.407
0.072,51.551
-0.181,51.409
0.097,51.554
-0.159,51.409
0.081,51.556
-0.237,51.398
-0.294,51.460
-0.216,51.398
-0.268,51.465
-0.032,51.472
-0.032,51.483
-0.047,51.480
-0.138,51.415
-0.038,51.489
-0.087,51.424
-0.128,51.418
-0.047,51.472
-0.008,51.467
-0.216,51.456
-0.166,51.455
-0.179,51.461
-0.249,51.455
-0.205,51.461
-0.230,51.462
-0.166,51.465
-0.158,51.462
-0.237,51.548
-0.126,51.407
-0.250,51.544
-0.115,51.409
-0.229,51.548
-0.104,51.416
-0.211,51.547
-0.086,51.416
-0.287,51.552
-0.124,51.518
-0.263,51.549
-0.114,51.522
-0.231,51.553
-0.135,51.522
-0.232,51.454
-0.303,51.552
-0.125,51.527
-0.157,51.453
-0.290,51.544
-0.092,51.403
-0.261,51.541
-0.099,51.406
-0.195,51.375
-0.231,51.375
-0.171,51.377
-0.238,51.380
-0.210,51.381
-0.161,51.379
-0.172,51.386
-0.158,51.650
-0.186,51.383
-0.204,51.645
-0.204,51.654
-0.181,51.652
0.082,51.532
0.110,51.528
-0.205,51.346
0.094,51.533
0.155,51.532
-0.218,51.371
-0.153,51.368
-0.178,51.645
-0.165,51.643
-0.231,51.504
-0.240,51.504
-0.240,51.509
-0.227,51.507
-0.240,51.517
-0.233,51.513
-0.090,51.532
-0.082,51.529
-0.220,51.502
-0.248,51.502
-0.080,51.636
-0.083,51.372
-0.134,51.639
-0.109,51.372
-0.119,51.639
-0.068,51.380
-0.046,51.639
-0.084,51.379
-0.096,51.643
-0.113,51.383
-0.100,51.382
-0.078,51.385
-0.037,51.647
-0.045,51.385
-0.053,51.632
-0.029,51.369
-0.101,51.634
-0.045,51.372
-0.251,51.493
-0.469,51.489
-0.429,51.489
-0.472,51.504
-0.424,51.499
-0.419,51.510
-0.455,51.503
-0.299,51.489
-0.376,51.489
0.181,51.579
0.206,51.573
0.163,51.584
0.208,51.583
0.169,51.592
0.225,51.585
0.235,51.596
0.181,51.594
0.230,51.572
0.191,51.571
0.044,51.551
-0.334,51.447
0.051,51.550
-0.373,51.449
0.023,51.552
-0.295,51.445
0.060,51.552
-0.337,51.453
-0.196,51.390
-0.360,51.454
-0.220,51.387
-0.313,51.454
-0.174,51.397
-0.300,51.457
-0.191,51.397
-0.322,51.458
0.062,51.547
-0.338,51.439
0.012,51.549
-0.355,51.442
-0.104,51.470
-0.123,51.468
-0.113,51.476
-0.131,51.472
-0.112,51.480
-0.125,51.477
-0.114,51.488
-0.122,51.481
-0.113,51.467
-0.134,51.467
-0.028,51.591
-0.006,51.588
-0.004,51.595
-0.018,51.594
-0.011,51.605
-0.137,51.487
-0.033,51.598
-0.148,51.489
-0.025,51.612
-0.141,51.490
0.003,51.607
-0.132,51.492
-0.037,51.589
-0.004,51.583
-0.147,51.359
-0.198,51.358
-0.169,51.363
-0.217,51.360
-0.181,51.367
-0.205,51.367
-0.132,51.368
-0.264,51.623
-0.191,51.368
-0.280,51.622
-0.163,51.623
-0.182,51.621
-0.141,51.632
-0.150,51.628
-0.221,51.644
-0.173,51.632
-0.132,51.355
-0.156,51.354
-0.105,51.499
-0.313,51.591
0.108,51.562
-0.112,51.501
-0.155,51.615
-0.244,51.616
-0.092,51.572
-0.081,51.570
0.067,51.433
-0.070,51.574
0.080,51.445
0.054,51.433
0.063,51.448
0.035,51.447
-0.069,51.569
-0.374,51.479
-0.356,51.477
-0.336,51.481
-0.388,51.481
-0.261,51.486
-0.276,51.486
-0.395,51.487
-0.311,51.488
-0.408,51.477
-0.331,51.473
-0.353,51.593
-0.301,51.597
-0.330,51.596
-0.284,51.599
-0.339,51.599
-0.313,51.603
-0.395,51.602
-0.382,51.594
-0.293,51.591
-0.140,51.455
-0.118,51.452
-0.133,51.460
-0.107,51.458
-0.125,51.461
-0.116,51.459
-0.145,51.465
-0.099,51.464
-0.125,51.449
-0.130,51.447
-0.147,51.563
-0.173,51.557
0.027,51.311
0.069,51.361
0.099,51.354
0.007,51.369
0.092,51.364
-0.142,51.556
-0.186,51.556
-0.028,51.569
-0.008,51.566
-0.014,51.574
0.006,51.571
-0.028,51.575
-0.003,51.574
-0.018,51.582
-0.031,51.582
0.012,51.565
-0.004,51.562
-0.087,51.477
-0.097,51.477
-0.066,51.481
-0.078,51.478
-0.090,51.487
-0.098,51.483
-0.103,51.488
-0.083,51.487
0.148,51.443
0.155,51.556
0.095,51.446
0.177,51.560
0.108,51.448
0.143,51.560
0.129,51.453
0.134,51.584
0.183,51.452
0.140,51.572
0.090,51.458
0.158,51.458
-0.067,51.475
-0.095,51.520
0.103,51.460
-0.057,51.474
